sequence_index,dataset_version,candidate_index,cow_id,cow_health_status,video_health_status,health_condition,session_category,dataset_root,relative_path,video_path,sequence_seconds,target_fps,frames_per_sequence,crop_size,start_second,end_second,window_stride_seconds,window_overlap_seconds,source_fps,source_frame_count,source_duration_sec,detected_frames,filled_frames,detection_rate,filled_rate,confidence_threshold,yolo_batch_size,yolo_device,mean_detection_confidence,min_detection_confidence,max_detection_confidence,multi_face_frames,multi_face_rate,crop_area_mean,crop_area_min,crop_area_max,blur_laplacian_var_mean,created_utc,sequence_dir
130,thesis_stride8_qa,270,432,Healthy,Healthy,healthy folder,after_exercise,Truro Cow Video Data,healthy cows after exercise/Sep 8/432.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 8\432.mov,10.0,24.0,240,224,24.0,34.0,8.0,2.0,29.997334360098332,1688,56.27166666666667,220,20,0.9166666666666666,0.08333333333333333,0.6,32,0,0.8235353911464864,0.6041688323020935,0.9423202872276306,0,0.0,1396500.8681818182,1267002,1689120,3036.002448429317,2026-05-25T21:22:46Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\healthy\cow_432_healthy\sequence_truro_cow_video_da_2d71e168_t024s
131,thesis_stride8_qa,272,432,Healthy,Healthy,healthy folder,after_exercise,Truro Cow Video Data,healthy cows after exercise/Sep 8/432.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 8\432.mov,10.0,24.0,240,224,40.0,50.0,8.0,2.0,29.997334360098332,1688,56.27166666666667,237,3,0.9875,0.0125,0.6,32,0,0.9014734827013459,0.6092590093612671,0.9490591883659363,2,0.008333333333333333,1337021.1898734176,1213970,1523880,3285.798078918057,2026-05-25T21:24:17Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\healthy\cow_432_healthy\sequence_truro_cow_video_da_2d71e168_t040s
132,thesis_stride8_qa,273,432,Healthy,Healthy,healthy folder,before_exercise,Truro Cow Video Data,healthy cows before going out/Sep 5/432.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Sep 5\432.mov,10.0,24.0,240,224,0.0,10.0,8.0,2.0,29.988591296789266,1840,61.35666666666666,239,1,0.9958333333333333,0.004166666666666667,0.6,32,0,0.8883777195938461,0.6191108822822571,0.9539526104927063,153,0.6375,646592.4016736401,83426,768729,1869.311960616123,2026-05-25T21:25:01Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\healthy\cow_432_healthy\sequence_truro_cow_video_da_2317c696_t000s
133,thesis_stride8_qa,274,432,Healthy,Healthy,healthy folder,before_exercise,Truro Cow Video Data,healthy cows before going out/Sep 5/432.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Sep 5\432.mov,10.0,24.0,240,224,8.0,18.0,8.0,2.0,29.988591296789266,1840,61.35666666666666,227,13,0.9458333333333333,0.05416666666666667,0.6,32,0,0.815842229889353,0.6147574782371521,0.9458712935447693,73,0.30416666666666664,644523.9295154185,83426,784080,1892.4290127073489,2026-05-25T21:25:46Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\healthy\cow_432_healthy\sequence_truro_cow_video_da_2317c696_t008s
134,thesis_stride8_qa,276,432,Healthy,Healthy,healthy folder,before_exercise,Truro Cow Video Data,healthy cows before going out/Sep 5/432.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Sep 5\432.mov,10.0,24.0,240,224,24.0,34.0,8.0,2.0,29.988591296789266,1840,61.35666666666666,223,17,0.9291666666666667,0.07083333333333333,0.6,32,0,0.8907809773368152,0.6068671345710754,0.958080530166626,182,0.7583333333333333,703631.1031390134,78391,812808,2102.3562245183584,2026-05-25T21:27:19Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\healthy\cow_432_healthy\sequence_truro_cow_video_da_2317c696_t024s
135,thesis_stride8_qa,277,432,Healthy,Healthy,healthy folder,before_exercise,Truro Cow Video Data,healthy cows before going out/Sep 5/432.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Sep 5\432.mov,10.0,24.0,240,224,32.0,42.0,8.0,2.0,29.988591296789266,1840,61.35666666666666,239,1,0.9958333333333333,0.004166666666666667,0.6,32,0,0.9486666962691431,0.9179177284240723,0.9651402235031128,218,0.9083333333333333,754570.1631799163,736981,773100,2334.058160662059,2026-05-25T21:28:07Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\healthy\cow_432_healthy\sequence_truro_cow_video_da_2317c696_t032s
136,thesis_stride8_qa,278,432,Healthy,Healthy,healthy folder,before_exercise,Truro Cow Video Data,healthy cows before going out/Sep 5/432.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Sep 5\432.mov,10.0,24.0,240,224,40.0,50.0,8.0,2.0,29.988591296789266,1840,61.35666666666666,217,23,0.9041666666666667,0.09583333333333334,0.6,32,0,0.8279801181384495,0.6052165627479553,0.9651402235031128,149,0.6208333333333333,628800.9262672811,42175,990360,1534.1562137555968,2026-05-25T21:28:51Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\healthy\cow_432_healthy\sequence_truro_cow_video_da_2317c696_t040s
137,thesis_stride8_qa,279,432,Healthy,Healthy,healthy folder,before_exercise,Truro Cow Video Data,healthy cows before going out/Sep 5/432.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Sep 5\432.mov,10.0,24.0,240,224,48.0,58.0,8.0,2.0,29.988591296789266,1840,61.35666666666666,229,11,0.9541666666666667,0.04583333333333333,0.6,32,0,0.8204626308257923,0.6010711789131165,0.9443719983100891,75,0.3125,728898.6550218341,93786,843405,2129.824872078145,2026-05-25T21:29:38Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\healthy\cow_432_healthy\sequence_truro_cow_video_da_2317c696_t048s
138,thesis_stride8_qa,283,436,Healthy,Healthy,healthy,before_exercise,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/Before Exercise/436/Video 2025-02-20, 8 32 57 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\Before Exercise\436\Video 2025-02-20, 8 32 57 AM.mov",10.0,24.0,240,224,24.0,34.0,8.0,2.0,30.000272284192086,5509,183.6316666666667,228,12,0.95,0.05,0.6,32,0,0.8887619041559989,0.6052981615066528,0.9714660048484802,96,0.4,1196218.7631578948,223250,1456920,2591.795972536098,2026-05-25T21:32:41Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\healthy\cow_436_healthy\sequence_yashan_dhaliwal_ra_ceba4b89_t024s
139,thesis_stride8_qa,284,436,Healthy,Healthy,healthy,before_exercise,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/Before Exercise/436/Video 2025-02-20, 8 32 57 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\Before Exercise\436\Video 2025-02-20, 8 32 57 AM.mov",10.0,24.0,240,224,32.0,42.0,8.0,2.0,30.000272284192086,5509,183.6316666666667,236,4,0.9833333333333333,0.016666666666666666,0.6,32,0,0.9106017707263009,0.6189070343971252,0.9714658856391907,101,0.42083333333333334,1324287.2838983051,1038020,1521720,2376.852329816163,2026-05-25T21:33:27Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\healthy\cow_436_healthy\sequence_yashan_dhaliwal_ra_ceba4b89_t032s
140,thesis_stride8_qa,285,436,Healthy,Healthy,healthy,before_exercise,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/Before Exercise/436/Video 2025-02-20, 8 32 57 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\Before Exercise\436\Video 2025-02-20, 8 32 57 AM.mov",10.0,24.0,240,224,40.0,50.0,8.0,2.0,30.000272284192086,5509,183.6316666666667,235,5,0.9791666666666666,0.020833333333333332,0.6,32,0,0.92801483996371,0.6359633207321167,0.9703502655029297,39,0.1625,1368627.395744681,1182302,1567080,2490.6687306218755,2026-05-25T21:34:15Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\healthy\cow_436_healthy\sequence_yashan_dhaliwal_ra_ceba4b89_t040s
141,thesis_stride8_qa,286,436,Healthy,Healthy,healthy,before_exercise,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/Before Exercise/436/Video 2025-02-20, 8 32 57 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\Before Exercise\436\Video 2025-02-20, 8 32 57 AM.mov",10.0,24.0,240,224,48.0,58.0,8.0,2.0,30.000272284192086,5509,183.6316666666667,221,19,0.9208333333333333,0.07916666666666666,0.6,32,0,0.834168243462144,0.6119351387023926,0.9544203877449036,14,0.058333333333333334,1446049.932126697,1241364,1710720,3117.3571935020063,2026-05-25T21:35:04Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\healthy\cow_436_healthy\sequence_yashan_dhaliwal_ra_ceba4b89_t048s
142,thesis_stride8_qa,292,436,Healthy,Healthy,healthy,before_exercise,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/Before Exercise/436/Video 2025-02-20, 8 32 57 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\Before Exercise\436\Video 2025-02-20, 8 32 57 AM.mov",10.0,24.0,240,224,96.0,106.0,8.0,2.0,30.000272284192086,5509,183.6316666666667,228,12,0.95,0.05,0.6,32,0,0.812571355648208,0.6066654920578003,0.9587808847427368,99,0.4125,987012.4254385965,56420,1839240,1649.0252651102962,2026-05-25T21:39:38Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\healthy\cow_436_healthy\sequence_yashan_dhaliwal_ra_ceba4b89_t096s
143,thesis_stride8_qa,295,436,Healthy,Healthy,healthy,before_exercise,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/Before Exercise/436/Video 2025-02-20, 8 32 57 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\Before Exercise\436\Video 2025-02-20, 8 32 57 AM.mov",10.0,24.0,240,224,120.0,130.0,8.0,2.0,30.000272284192086,5509,183.6316666666667,221,19,0.9208333333333333,0.07916666666666666,0.6,32,0,0.8585230468085449,0.625518262386322,0.9556617736816406,0,0.0,1317690.2081447963,439495,1486467,2071.446368755989,2026-05-25T21:41:55Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\healthy\cow_436_healthy\sequence_yashan_dhaliwal_ra_ceba4b89_t120s
144,thesis_stride8_qa,298,436,Healthy,Healthy,healthy,before_exercise,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/Before Exercise/436/Video 2025-02-20, 8 32 57 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\Before Exercise\436\Video 2025-02-20, 8 32 57 AM.mov",10.0,24.0,240,224,144.0,154.0,8.0,2.0,30.000272284192086,5509,183.6316666666667,229,11,0.9541666666666667,0.04583333333333333,0.6,32,0,0.8889904313732964,0.6068222522735596,0.966839611530304,0,0.0,1117609.6855895196,822339,1379124,2028.8595956412235,2026-05-25T21:44:17Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\healthy\cow_436_healthy\sequence_yashan_dhaliwal_ra_ceba4b89_t144s
145,thesis_stride8_qa,299,436,Healthy,Healthy,healthy,before_exercise,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/Before Exercise/436/Video 2025-02-20, 8 32 57 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\Before Exercise\436\Video 2025-02-20, 8 32 57 AM.mov",10.0,24.0,240,224,152.0,162.0,8.0,2.0,30.000272284192086,5509,183.6316666666667,231,9,0.9625,0.0375,0.6,32,0,0.9200349966168919,0.6394795179367065,0.9679244160652161,8,0.03333333333333333,1095006.168831169,688344,1305376,1887.2500730624888,2026-05-25T21:45:04Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\healthy\cow_436_healthy\sequence_yashan_dhaliwal_ra_ceba4b89_t152s
146,thesis_stride8_qa,300,436,Healthy,Healthy,healthy,before_exercise,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/Before Exercise/436/Video 2025-02-20, 8 32 57 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\Before Exercise\436\Video 2025-02-20, 8 32 57 AM.mov",10.0,24.0,240,224,160.0,170.0,8.0,2.0,30.000272284192086,5509,183.6316666666667,223,17,0.9291666666666667,0.07083333333333333,0.6,32,0,0.861772924795279,0.6061756610870361,0.9674965143203735,3,0.0125,1207634.9775784754,549054,1404428,1816.233364336373,2026-05-25T21:45:51Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\healthy\cow_436_healthy\sequence_yashan_dhaliwal_ra_ceba4b89_t160s
147,thesis_stride8_qa,301,436,Healthy,Healthy,healthy,before_exercise,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/Before Exercise/436/Video 2025-02-20, 8 32 57 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\Before Exercise\436\Video 2025-02-20, 8 32 57 AM.mov",10.0,24.0,240,224,168.0,178.0,8.0,2.0,30.000272284192086,5509,183.6316666666667,216,24,0.9,0.1,0.6,32,0,0.8695191942431308,0.6031660437583923,0.9656832218170166,4,0.016666666666666666,1317965.0185185184,703695,1564875,1939.1769303896574,2026-05-25T21:46:38Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\healthy\cow_436_healthy\sequence_yashan_dhaliwal_ra_ceba4b89_t168s
148,thesis_stride8_qa,306,436,Healthy,Healthy,healthy,after_exercise,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/After Exercise/436/Video 2025-02-21, 9 58 30 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\After Exercise\436\Video 2025-02-21, 9 58 30 AM.mov",10.0,24.0,240,224,32.0,42.0,8.0,2.0,30.001873778697814,5604,186.78833333333333,228,12,0.95,0.05,0.6,32,0,0.8713128909207227,0.6095917820930481,0.9671742916107178,92,0.38333333333333336,1215453.6359649124,227052,1550880,1698.3191260400752,2026-05-25T21:50:27Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\healthy\cow_436_healthy\sequence_yashan_dhaliwal_ra_e5b3ead9_t032s
149,thesis_stride8_qa,308,436,Healthy,Healthy,healthy,after_exercise,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/After Exercise/436/Video 2025-02-21, 9 58 30 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\After Exercise\436\Video 2025-02-21, 9 58 30 AM.mov",10.0,24.0,240,224,48.0,58.0,8.0,2.0,30.001873778697814,5604,186.78833333333333,227,13,0.9458333333333333,0.05416666666666667,0.6,32,0,0.8387226068500905,0.603302538394928,0.9630324840545654,108,0.45,1177022.792951542,49868,1566000,2352.4331791927175,2026-05-25T21:52:01Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\healthy\cow_436_healthy\sequence_yashan_dhaliwal_ra_e5b3ead9_t048s
150,thesis_stride8_qa,309,436,Healthy,Healthy,healthy,after_exercise,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/After Exercise/436/Video 2025-02-21, 9 58 30 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\After Exercise\436\Video 2025-02-21, 9 58 30 AM.mov",10.0,24.0,240,224,56.0,66.0,8.0,2.0,30.001873778697814,5604,186.78833333333333,224,16,0.9333333333333333,0.06666666666666667,0.6,32,0,0.8328485999788556,0.603302538394928,0.9398469924926758,109,0.45416666666666666,1213412.6651785714,49868,1464675,2540.3472735647138,2026-05-25T21:52:47Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\healthy\cow_436_healthy\sequence_yashan_dhaliwal_ra_e5b3ead9_t056s
151,thesis_stride8_qa,311,436,Healthy,Healthy,healthy,after_exercise,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/After Exercise/436/Video 2025-02-21, 9 58 30 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\After Exercise\436\Video 2025-02-21, 9 58 30 AM.mov",10.0,24.0,240,224,72.0,82.0,8.0,2.0,30.001873778697814,5604,186.78833333333333,219,21,0.9125,0.0875,0.6,32,0,0.896974505626992,0.6055248379707336,0.9712740182876587,0,0.0,1385931.2054794522,697640,1523676,2118.9930550905488,2026-05-25T21:54:18Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\healthy\cow_436_healthy\sequence_yashan_dhaliwal_ra_e5b3ead9_t072s
152,thesis_stride8_qa,312,436,Healthy,Healthy,healthy,after_exercise,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/After Exercise/436/Video 2025-02-21, 9 58 30 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\After Exercise\436\Video 2025-02-21, 9 58 30 AM.mov",10.0,24.0,240,224,80.0,90.0,8.0,2.0,30.001873778697814,5604,186.78833333333333,233,7,0.9708333333333333,0.029166666666666667,0.6,32,0,0.9041916866159234,0.6106935739517212,0.9722083210945129,0,0.0,1312470.3004291845,1216440,1465590,2144.339063041146,2026-05-25T21:55:06Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\healthy\cow_436_healthy\sequence_yashan_dhaliwal_ra_e5b3ead9_t080s
153,thesis_stride8_qa,313,436,Healthy,Healthy,healthy,after_exercise,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/After Exercise/436/Video 2025-02-21, 9 58 30 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\After Exercise\436\Video 2025-02-21, 9 58 30 AM.mov",10.0,24.0,240,224,88.0,98.0,8.0,2.0,30.001873778697814,5604,186.78833333333333,229,11,0.9541666666666667,0.04583333333333333,0.6,32,0,0.90731886771048,0.6176711916923523,0.967333972454071,1,0.004166666666666667,1357446.593886463,595625,1533600,2129.6838674727287,2026-05-25T21:55:53Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\healthy\cow_436_healthy\sequence_yashan_dhaliwal_ra_e5b3ead9_t088s
154,thesis_stride8_qa,314,436,Healthy,Healthy,healthy,after_exercise,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/After Exercise/436/Video 2025-02-21, 9 58 30 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\After Exercise\436\Video 2025-02-21, 9 58 30 AM.mov",10.0,24.0,240,224,96.0,106.0,8.0,2.0,30.001873778697814,5604,186.78833333333333,232,8,0.9666666666666667,0.03333333333333333,0.6,32,0,0.9102547515569062,0.6355620622634888,0.9661534428596497,0,0.0,1352324,1166088,1500120,2372.498664745666,2026-05-25T21:56:38Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\healthy\cow_436_healthy\sequence_yashan_dhaliwal_ra_e5b3ead9_t096s
155,thesis_stride8_qa,321,436,Healthy,Healthy,healthy,after_exercise,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/After Exercise/436/Video 2025-02-21, 9 58 30 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\After Exercise\436\Video 2025-02-21, 9 58 30 AM.mov",10.0,24.0,240,224,152.0,162.0,8.0,2.0,30.001873778697814,5604,186.78833333333333,222,18,0.925,0.075,0.6,32,0,0.8058473430238329,0.6073254942893982,0.9522075057029724,43,0.17916666666666667,1314681.5135135136,28116,1744200,2080.941483056371,2026-05-25T22:02:00Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\healthy\cow_436_healthy\sequence_yashan_dhaliwal_ra_e5b3ead9_t152s
156,thesis_stride8_qa,322,436,Healthy,Healthy,healthy,after_exercise,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/After Exercise/436/Video 2025-02-21, 9 58 30 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\After Exercise\436\Video 2025-02-21, 9 58 30 AM.mov",10.0,24.0,240,224,160.0,170.0,8.0,2.0,30.001873778697814,5604,186.78833333333333,224,16,0.9333333333333333,0.06666666666666667,0.6,32,0,0.8207254385841745,0.601120114326477,0.9522075057029724,37,0.15416666666666667,1060536.325892857,137940,1378080,1725.7162912750455,2026-05-25T22:02:45Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\healthy\cow_436_healthy\sequence_yashan_dhaliwal_ra_e5b3ead9_t160s
157,thesis_stride8_qa,325,436,Healthy,Healthy,healthy,during_exercise,Yashan Dhaliwal RAC Data 2025,"March 19 2025/During exercise/436/Video 2025-03-19, 7 39 56 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\During exercise\436\Video 2025-03-19, 7 39 56 AM.mov",10.0,24.0,240,224,0.0,10.0,8.0,2.0,30.001555559396444,2893,96.42833333333333,226,14,0.9416666666666667,0.058333333333333334,0.6,32,0,0.841745955490433,0.6025540828704834,0.9680510759353638,42,0.175,1229859.1637168142,34304,1663275,1968.3492789827594,2026-05-25T22:05:00Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\healthy\cow_436_healthy\sequence_yashan_dhaliwal_ra_7c9cd193_t000s
158,thesis_stride8_qa,326,436,Healthy,Healthy,healthy,during_exercise,Yashan Dhaliwal RAC Data 2025,"March 19 2025/During exercise/436/Video 2025-03-19, 7 39 56 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\During exercise\436\Video 2025-03-19, 7 39 56 AM.mov",10.0,24.0,240,224,8.0,18.0,8.0,2.0,30.001555559396444,2893,96.42833333333333,216,24,0.9,0.1,0.6,32,0,0.8864677893342795,0.6114286780357361,0.9627079963684082,31,0.12916666666666668,1480476.7175925926,53312,2012040,1925.7181863841888,2026-05-25T22:05:45Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\healthy\cow_436_healthy\sequence_yashan_dhaliwal_ra_7c9cd193_t008s
159,thesis_stride8_qa,327,436,Healthy,Healthy,healthy,during_exercise,Yashan Dhaliwal RAC Data 2025,"March 19 2025/During exercise/436/Video 2025-03-19, 7 39 56 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\During exercise\436\Video 2025-03-19, 7 39 56 AM.mov",10.0,24.0,240,224,16.0,26.0,8.0,2.0,30.001555559396444,2893,96.42833333333333,221,19,0.9208333333333333,0.07916666666666666,0.6,32,0,0.8877443773714127,0.6023421287536621,0.9650089740753174,52,0.21666666666666667,1603108.6199095023,53312,2012040,1769.792462694438,2026-05-25T22:06:29Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\healthy\cow_436_healthy\sequence_yashan_dhaliwal_ra_7c9cd193_t016s
160,thesis_stride8_qa,328,436,Healthy,Healthy,healthy,during_exercise,Yashan Dhaliwal RAC Data 2025,"March 19 2025/During exercise/436/Video 2025-03-19, 7 39 56 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\During exercise\436\Video 2025-03-19, 7 39 56 AM.mov",10.0,24.0,240,224,24.0,34.0,8.0,2.0,30.001555559396444,2893,96.42833333333333,228,12,0.95,0.05,0.6,32,0,0.8929968847517382,0.6130437850952148,0.9654960036277771,5,0.020833333333333332,1817417.8157894737,1593185,1936170,1842.1611524910281,2026-05-25T22:07:14Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\healthy\cow_436_healthy\sequence_yashan_dhaliwal_ra_7c9cd193_t024s
161,thesis_stride8_qa,329,436,Healthy,Healthy,healthy,during_exercise,Yashan Dhaliwal RAC Data 2025,"March 19 2025/During exercise/436/Video 2025-03-19, 7 39 56 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\During exercise\436\Video 2025-03-19, 7 39 56 AM.mov",10.0,24.0,240,224,32.0,42.0,8.0,2.0,30.001555559396444,2893,96.42833333333333,227,13,0.9458333333333333,0.05416666666666667,0.6,32,0,0.8508624557881629,0.6004352569580078,0.9671521782875061,79,0.32916666666666666,1536314.9647577093,246410,2005560,1753.2067050886506,2026-05-25T22:07:59Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\healthy\cow_436_healthy\sequence_yashan_dhaliwal_ra_7c9cd193_t032s
162,thesis_stride8_qa,330,436,Healthy,Healthy,healthy,during_exercise,Yashan Dhaliwal RAC Data 2025,"March 19 2025/During exercise/436/Video 2025-03-19, 7 39 56 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\During exercise\436\Video 2025-03-19, 7 39 56 AM.mov",10.0,24.0,240,224,40.0,50.0,8.0,2.0,30.001555559396444,2893,96.42833333333333,232,8,0.9666666666666667,0.03333333333333333,0.6,32,0,0.8888328018887289,0.6230013370513916,0.9699237942695618,109,0.45416666666666666,1453030.2241379311,115634,1811568,1854.6931516899176,2026-05-25T22:08:45Z,C:\Users\shivp\Downloads\Research\DATASET\Transferlearning\cow_face_sequences_thesis_stride8\output\sequences\healthy\cow_436_healthy\sequence_yashan_dhaliwal_ra_7c9cd193_t040s
