sequence_index,cow_id,cow_health_status,video_health_status,health_condition,dataset_root,relative_path,video_path,sequence_seconds,target_fps,frames_per_sequence,crop_size,start_second,end_second,source_fps,source_frame_count,source_duration_sec,detected_frames,filled_frames,confidence_threshold,mean_detection_confidence,min_detection_confidence,max_detection_confidence,created_utc
62,355,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Sep 4/355.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Sep 4\355.mov,10.0,24.0,240,224,24.419999999999998,34.42,29.996600951733516,1765,58.839999999999996,240,0,0.6,0.9181237099071343,0.8802106976509094,0.934689462184906,2026-05-01T07:07:50Z
63,352,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Nov 28/352.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Nov 28\352.mov,10.0,24.0,240,224,21.835833333333333,31.835833333333333,29.99720522932646,1610,53.67166666666667,240,0,0.6,0.9148002174993356,0.8826875686645508,0.9416552782058716,2026-05-01T07:08:52Z
64,408,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Sep 5/408.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Sep 5\408.mov,10.0,24.0,240,224,25.986666666666665,35.986666666666665,29.996772805507746,1859,61.97333333333333,240,0,0.6,0.9413356443246206,0.9202607870101929,0.9505032896995544,2026-05-01T07:09:54Z
65,394,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows after exercise/Sep 26/394-lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows after exercise\Sep 26\394-lameness.mov,10.0,24.0,240,224,25.736666666666665,35.736666666666665,29.996746556772585,1844,61.47333333333333,217,23,0.6,0.9038919064855795,0.6181748509407043,0.9419704079627991,2026-05-01T07:10:56Z
66,323,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows before going out/Nov 10/323- lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows before going out\Nov 10\323- lameness.mov,10.0,24.0,240,224,25.386666666666667,35.38666666666667,29.996709082931112,1823,60.77333333333333,240,0,0.6,0.9261671207845211,0.8715923428535461,0.9414438009262085,2026-05-01T07:11:57Z
67,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"17 March 2025/Before exercise/310/Video 2025-03-17, 7 06 35 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\17 March 2025\Before exercise\310\Video 2025-03-17, 7 06 35 AM.mov",10.0,24.0,240,224,56.279999999999994,66.28,30.001631853785902,3677,122.55999999999999,240,0,0.6,0.9214439620574315,0.7329623103141785,0.9509694576263428,2026-05-01T07:12:59Z
68,406,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Nov 28/406.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Nov 28\406.mov,10.0,24.0,240,224,23.936666666666667,33.93666666666667,29.99654417693814,1736,57.873333333333335,240,0,0.6,0.907888301461935,0.8329117298126221,0.9410601258277893,2026-05-01T07:14:00Z
69,387,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Oct 1/387.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Oct 1\387.mov,10.0,24.0,240,224,25.80333333333333,35.80333333333333,29.996753598095445,1848,61.60666666666666,240,0,0.6,0.911483658105135,0.8845316171646118,0.9291732907295227,2026-05-01T07:15:03Z
70,402,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Nov 10/402.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Nov 10\402.mov,10.0,24.0,240,224,25.053333333333335,35.053333333333335,29.996672582076307,1803,60.10666666666667,240,0,0.6,0.9385054714977741,0.9164829850196838,0.9478883147239685,2026-05-01T07:16:04Z
71,446,Unhealthy,Unhealthy,fresh cows,Truro Cow Video Data,unhealthy cows after exercise/Sep 4/446- fresh cows.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows after exercise\Sep 4\446- fresh cows.mov,10.0,24.0,240,224,31.38666666666667,41.38666666666667,29.99725174056431,2183,72.77333333333334,221,19,0.6,0.8468000608332017,0.6145884990692139,0.9418081641197205,2026-05-01T07:17:03Z
72,403,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows after exercise/Sep 5/403- lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows after exercise\Sep 5\403- lameness.mov,10.0,24.0,240,224,21.635833333333334,31.635833333333334,29.99718424428245,1598,53.27166666666667,240,0,0.6,0.9292647488415241,0.8976370096206665,0.9462915658950806,2026-05-01T07:18:07Z
73,374,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Nov 7/374.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Nov 7\374.mov,10.0,24.0,240,224,25.653333333333332,35.653333333333336,29.996737712048716,1839,61.306666666666665,240,0,0.6,0.9254625787337621,0.8902831077575684,0.9424731135368347,2026-05-01T07:19:07Z
74,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"March 24 2025/During exercise/421/Video 2025-03-24, 7 21 47 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 24 2025\During exercise\421\Video 2025-03-24, 7 21 47 AM.mov",10.0,24.0,240,224,42.814166666666665,52.814166666666665,30.001568572773063,2869,95.62833333333333,240,0,0.6,0.9105600071450074,0.6690357327461243,0.9558520317077637,2026-05-01T07:20:08Z
75,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/After Exercise/433/Video 2025-02-27, 3 51 28 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\After Exercise\433\Video 2025-02-27, 3 51 28 PM.mov",10.0,24.0,240,224,55.86333333333334,65.86333333333334,30.001643025357357,3652,121.72666666666667,240,0,0.6,0.938522698233525,0.882142961025238,0.9474902749061584,2026-05-01T07:21:10Z
76,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"19 Feb 2025/During Exercise/438/Video 2025-02-19, 9 29 42 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\19 Feb 2025\During Exercise\438\Video 2025-02-19, 9 29 42 AM.mov",10.0,24.0,240,224,50.696666666666665,60.696666666666665,30.001795439583457,3342,111.39333333333333,227,13,0.6,0.7865674976210237,0.6136638522148132,0.9004621505737305,2026-05-01T07:22:13Z
77,426,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Nov 10/426.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Nov 10\426.mov,10.0,24.0,240,224,24.261666666666667,34.26166666666667,29.988038958819843,1755,58.52333333333333,240,0,0.6,0.8933867079516252,0.8383712768554688,0.9339895844459534,2026-05-01T07:23:14Z
78,417,Unhealthy,Unhealthy,fresh cows,Truro Cow Video Data,unhealthy cows after exercise/Sep 8/417- fresh cows .mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows after exercise\Sep 8\417- fresh cows .mov,10.0,24.0,240,224,23.1025,33.1025,29.997331198291967,1686,56.205,240,0,0.6,0.8719493227700392,0.7614120841026306,0.91251140832901,2026-05-01T07:24:15Z
79,427,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows after exercise/Sep 8/427- lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows after exercise\Sep 8\427- lameness.mov,10.0,24.0,240,224,19.635833333333334,29.635833333333334,29.996955654026994,1478,49.27166666666667,240,0,0.6,0.9333582714200019,0.8968318104743958,0.9446467757225037,2026-05-01T07:25:16Z
80,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/During Exercise/378/Video 2025-02-20, 9 29 50 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\During Exercise\378\Video 2025-02-20, 9 29 50 AM.mov",10.0,24.0,240,224,69.24583333333334,79.24583333333334,30.0016835961614,4455,148.49166666666667,240,0,0.6,0.8809574571748574,0.6120628714561462,0.937063455581665,2026-05-01T07:26:17Z
81,425,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows before going out/oct 29/425-lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows before going out\oct 29\425-lameness.mov,10.0,24.0,240,224,25.381666666666668,35.38166666666667,30.00164572933238,1823,60.763333333333335,240,0,0.6,0.9149432549873988,0.7656219601631165,0.9509509205818176,2026-05-01T07:26:32Z
82,432,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Sep 5/432.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Sep 5\432.mov,10.0,24.0,240,224,25.67833333333333,35.67833333333333,29.988591296789266,1840,61.35666666666666,240,0,0.6,0.9382756993174552,0.9300927519798279,0.9452044367790222,2026-05-01T07:27:33Z
83,404,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Nov 10/404.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Nov 10\404.mov,10.0,24.0,240,224,25.72,35.72,29.996744791666668,1843,61.44,240,0,0.6,0.9298894502222538,0.8502777218818665,0.9510434865951538,2026-05-01T07:28:31Z
84,349,Unhealthy,Unhealthy,sudden fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 31 06 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 31 06 PM.mov",10.0,24.0,240,224,114.77583333333334,124.77583333333334,30.00187850915947,7187,239.55166666666668,240,0,0.6,0.9012683374186357,0.8358820676803589,0.9397233724594116,2026-05-01T07:29:32Z
85,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"19 Feb 2025/Before Exercise/436/Video 2025-02-19, 8 37 16 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\19 Feb 2025\Before Exercise\436\Video 2025-02-19, 8 37 16 AM.mov",10.0,24.0,240,224,86.52833333333334,96.52833333333334,30.001638836790065,5492,183.05666666666667,240,0,0.6,0.9138724977771441,0.894565224647522,0.9366189241409302,2026-05-01T07:30:33Z
86,439,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Sep 4/439.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Sep 4\439.mov,10.0,24.0,240,224,23.685833333333335,33.685833333333335,29.997385469017807,1721,57.37166666666667,240,0,0.6,0.8978958723445734,0.7931863069534302,0.9450107216835022,2026-05-01T07:31:36Z
87,370,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"7 March 2025/After Exercise/370/Video 2025-03-07, 7 32 51 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\After Exercise\370\Video 2025-03-07, 7 32 51 AM.mov",10.0,24.0,240,224,55.91333333333333,65.91333333333333,30.001641676699137,3655,121.82666666666665,240,0,0.6,0.9097090857724349,0.7041803598403931,0.9461721181869507,2026-05-01T07:32:37Z
88,415,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows after exercise/Sep 8/415 - lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows after exercise\Sep 8\415 - lameness.mov,10.0,24.0,240,224,20.16916666666667,30.16916666666667,29.99702016355991,1510,50.33833333333334,240,0,0.6,0.9057541300853094,0.8172509670257568,0.9375777840614319,2026-05-01T07:33:41Z
89,354,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"26 March 2025/After exercise/354/Video 2025-03-26, 8 32 59 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\26 March 2025\After exercise\354\Video 2025-03-26, 8 32 59 AM.mov",10.0,24.0,240,224,55.53,65.53,30.001652073352055,3632,121.06,240,0,0.6,0.9387057942648729,0.9304425716400146,0.951076090335846,2026-05-01T07:34:44Z
90,255,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows before going out/Nov 10/255- lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows before going out\Nov 10\255- lameness.mov,10.0,24.0,240,224,26.553333333333335,36.553333333333335,29.99683076272977,1893,63.10666666666667,240,0,0.6,0.922835485637188,0.7714192867279053,0.947501003742218,2026-05-01T07:35:44Z
91,405,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 4/405.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 4\405.mov,10.0,24.0,240,224,26.0625,36.0625,29.987927565392354,1863,62.125,240,0,0.6,0.9234221835931142,0.8613000512123108,0.945240318775177,2026-05-01T07:36:44Z
92,355,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Sep 5/355.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Sep 5\355.mov,10.0,24.0,240,224,26.111666666666665,36.111666666666665,29.98875020088927,1866,62.22333333333333,240,0,0.6,0.9087575907508533,0.7953547835350037,0.9378916621208191,2026-05-01T07:37:43Z
93,408,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 4/408.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 4\408.mov,10.0,24.0,240,224,27.60333333333333,37.60333333333333,29.996932828954094,1956,65.20666666666666,240,0,0.6,0.9229056743284066,0.8441311120986938,0.9374935626983643,2026-05-01T07:38:44Z
94,394,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows after exercise/Nov 10/394-lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows after exercise\Nov 10\394-lameness.mov,10.0,24.0,240,224,24.391666666666666,34.391666666666666,29.991494187694926,1763,58.78333333333333,240,0,0.6,0.9205281955500444,0.8724415302276611,0.9485187530517578,2026-05-01T07:39:42Z
95,323,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows after exercise/Nov 28/323-lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows after exercise\Nov 28\323-lameness.mov,10.0,24.0,240,224,24.930833333333332,34.93083333333333,30.002505777208565,1796,59.861666666666665,240,0,0.6,0.9107326470315457,0.8592246174812317,0.9349668622016907,2026-05-01T07:39:58Z
96,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/Before Exercise/310/Video 2025-02-27, 2 45 31 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\Before Exercise\310\Video 2025-02-27, 2 45 31 PM.mov",10.0,24.0,240,224,57.596666666666664,67.59666666666666,30.001597529154907,3756,125.19333333333333,240,0,0.6,0.9483591350416343,0.936765730381012,0.9552937150001526,2026-05-01T07:40:58Z
97,406,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 4/406.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 4\406.mov,10.0,24.0,240,224,26.903333333333332,36.903333333333336,29.996865531292446,1914,63.806666666666665,239,1,0.6,0.8010908008619333,0.6715698838233948,0.8789044618606567,2026-05-01T07:41:59Z
98,387,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 29/387.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 29\387.mov,10.0,24.0,240,224,26.21,36.21,29.9903876962512,1872,62.42,240,0,0.6,0.9007205563286941,0.785865068435669,0.9386032819747925,2026-05-01T07:42:59Z
99,402,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Oct 29/402.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Oct 29\402.mov,10.0,24.0,240,224,26.106666666666666,36.10666666666667,29.993570510072868,1866,62.21333333333333,240,0,0.6,0.931898154815038,0.8999029994010925,0.9467886686325073,2026-05-01T07:43:57Z
100,446,Unhealthy,Unhealthy,fresh cows,Truro Cow Video Data,unhealthy cows before going out/Sep 8/446- fresh cows.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows before going out\Sep 8\446- fresh cows.mov,10.0,24.0,240,224,23.86916666666667,33.86916666666667,29.99740207256877,1732,57.73833333333334,240,0,0.6,0.9309417222936948,0.8552469611167908,0.9498350620269775,2026-05-01T07:44:58Z
101,403,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows after exercise/Sep 29/403-lameness .mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows after exercise\Sep 29\403-lameness .mov,10.0,24.0,240,224,25.82,35.82,29.99675535366645,1849,61.64,240,0,0.6,0.9110427344838778,0.8272243142127991,0.9463410973548889,2026-05-01T07:46:02Z
102,374,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Oct 29/374.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Oct 29\374.mov,10.0,24.0,240,224,27.32,37.32,29.996905940594058,1939,64.64,231,9,0.6,0.9165891452785179,0.6121330857276917,0.9431719183921814,2026-05-01T07:47:03Z
103,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"28 Feb 2025/After Exercise/421/Video 2025-02-28, 9 52 07 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\28 Feb 2025\After Exercise\421\Video 2025-02-28, 9 52 07 AM.mov",10.0,24.0,240,224,56.69666666666667,66.69666666666667,30.001620833108216,3702,123.39333333333335,240,0,0.6,0.9399936330815156,0.9043830633163452,0.949946939945221,2026-05-01T07:48:06Z
104,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/Before Exercise/433/Video 2025-02-21, 8 45 57 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\Before Exercise\433\Video 2025-02-21, 8 45 57 AM.mov",10.0,24.0,240,224,85.14666666666666,95.14666666666666,30.00110930335749,5409,180.29333333333332,240,0,0.6,0.9260673398772875,0.8292258381843567,0.9515584111213684,2026-05-01T07:49:07Z
105,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"6 March 2025/During Exercise/438/Video 2025-03-06, 7 01 07 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\During Exercise\438\Video 2025-03-06, 7 01 07 AM.mov",10.0,24.0,240,224,56.13,66.13,30.001635858007525,3668,122.26,240,0,0.6,0.9386081740260124,0.8691183924674988,0.9553171992301941,2026-05-01T07:50:08Z
106,426,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Nov 10/426.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Nov 10\426.mov,10.0,24.0,240,224,25.60333333333333,35.60333333333333,29.996732382093455,1836,61.20666666666666,226,14,0.6,0.9181157437573492,0.6361476182937622,0.9501081109046936,2026-05-01T07:51:08Z
107,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/Before Exercise/417/Video 2025-02-20, 8 47 36 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\Before Exercise\417\Video 2025-02-20, 8 47 36 AM.mov",10.0,24.0,240,224,73.02083333333333,83.02083333333333,29.998397863818425,4681,156.04166666666666,240,0,0.6,0.9251001996298631,0.8326947093009949,0.9480907320976257,2026-05-01T07:52:08Z
108,427,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows after exercise/Sep 5/427- lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows after exercise\Sep 5\427- lameness.mov,10.0,24.0,240,224,23.2025,33.2025,29.99734066128889,1692,56.405,240,0,0.6,0.9237723007798195,0.9001801013946533,0.9367435574531555,2026-05-01T07:53:11Z
109,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"6 March 2025/During Exercise/378/Video 2025-03-06, 7 10 01 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\During Exercise\378\Video 2025-03-06, 7 10 01 AM.mov",10.0,24.0,240,224,55.56333333333333,65.56333333333333,30.00165116407067,3634,121.12666666666667,240,0,0.6,0.9053575110932192,0.6044514775276184,0.9521991610527039,2026-05-01T07:54:15Z
110,425,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows before going out/Nov 10/425- lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows before going out\Nov 10\425- lameness.mov,10.0,24.0,240,224,25.436666666666667,35.43666666666667,29.996714489103056,1826,60.873333333333335,240,0,0.6,0.9359828511873881,0.9105699062347412,0.9465499520301819,2026-05-01T07:55:15Z
111,432,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Sep 4/432.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Sep 4\432.mov,10.0,24.0,240,224,20.969166666666666,30.969166666666666,29.997111959695793,1558,51.93833333333333,240,0,0.6,0.9305532145003478,0.8751932382583618,0.9466514587402344,2026-05-01T07:56:16Z
112,404,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 26/404.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 26\404.mov,10.0,24.0,240,224,23.085833333333333,33.08583333333333,29.99732961457437,1685,56.17166666666667,240,0,0.6,0.894376415759325,0.7556699514389038,0.9411914944648743,2026-05-01T07:57:20Z
113,349,Unhealthy,Unhealthy,sudden fall,Cow 349 - Unhealthy (sudden fall),"Video 2025-03-28, 2 39 08 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Cow 349 - Unhealthy (sudden fall)\Video 2025-03-28, 2 39 08 PM.mov",10.0,24.0,240,224,151.35750000000002,161.35750000000002,30.00175878995251,9382,312.71500000000003,240,0,0.6,0.8926929208139579,0.6385008096694946,0.9376117587089539,2026-05-01T07:58:20Z
114,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"6 March 2025/During Exercise/436/Video 2025-03-06, 7 15 03 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\During Exercise\436\Video 2025-03-06, 7 15 03 AM.mov",10.0,24.0,240,224,56.280833333333334,66.28083333333333,30.001223873696233,3677,122.56166666666667,234,6,0.6,0.8841857708926893,0.6108507513999939,0.9467753767967224,2026-05-01T07:59:22Z
115,439,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Sep 5/439.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Sep 5\439.mov,10.0,24.0,240,224,25.60333333333333,35.60333333333333,29.996732382093455,1836,61.20666666666666,240,0,0.6,0.9337034339706103,0.8659847378730774,0.9532487392425537,2026-05-01T08:00:22Z
116,370,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"March 19 2025/During exercise/370/Video 2025-03-19, 7 25 11 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\During exercise\370\Video 2025-03-19, 7 25 11 AM.mov",10.0,24.0,240,224,41.98083333333333,51.98083333333333,30.00159639569328,2819,93.96166666666666,240,0,0.6,0.9330222343405088,0.9115663170814514,0.9483366012573242,2026-05-01T08:01:23Z
117,415,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows before going out/Sep 5/415 - lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows before going out\Sep 5\415 - lameness.mov,10.0,24.0,240,224,22.7025,32.7025,29.997292663117047,1662,55.405,240,0,0.6,0.9325070497890313,0.8929672837257385,0.9489186406135559,2026-05-01T08:02:27Z
118,354,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/During Exercise/354/Video 2025-02-21, 9 23 37 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\During Exercise\354\Video 2025-02-21, 9 23 37 AM.mov",10.0,24.0,240,224,56.71333333333334,66.71333333333334,30.00162039537647,3703,123.42666666666668,240,0,0.6,0.9070203676819801,0.7252469062805176,0.9514119625091553,2026-05-01T08:03:29Z
119,255,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"6 March 2025/After Exercise/255/Video 2025-03-06, 7 36 58 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\After Exercise\255\Video 2025-03-06, 7 36 58 AM.mov",10.0,24.0,240,224,55.68,65.68,30.001647989452866,3641,121.36,240,0,0.6,0.9342030165096123,0.9035380482673645,0.9487082362174988,2026-05-01T08:04:34Z
120,405,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 5/405.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 5\405.mov,10.0,24.0,240,224,23.544166666666666,33.54416666666667,29.98861413598809,1712,57.08833333333333,240,0,0.6,0.9110773128767808,0.8599294424057007,0.9364126920700073,2026-05-01T08:05:35Z
121,355,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 4/355.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 4\355.mov,10.0,24.0,240,224,25.195,35.195,29.98840867693327,1811,60.39,240,0,0.6,0.9202614963054657,0.8619447350502014,0.9447532892227173,2026-05-01T08:06:36Z
122,408,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Sep 5/408.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Sep 5\408.mov,10.0,24.0,240,224,23.635833333333334,33.63583333333334,29.997380903879172,1718,57.27166666666667,240,0,0.6,0.9373151915768783,0.9143005609512329,0.9461812376976013,2026-05-01T08:07:35Z
123,394,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows after exercise/Nov 5/394-lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows after exercise\Nov 5\394-lameness.mov,10.0,24.0,240,224,25.486666666666668,35.486666666666665,29.996719877542095,1829,60.973333333333336,240,0,0.6,0.9372839137911797,0.8859474658966064,0.9476497769355774,2026-05-01T08:08:40Z
