candidate_rank,cow_id,cow_health_status,video_health_status,health_condition,dataset_root,relative_path,video_path,duration_sec,fps,frame_count
80,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"19 Feb 2025/Before Exercise/417/Video 2025-02-19, 8 43 22 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\19 Feb 2025\Before Exercise\417\Video 2025-02-19, 8 43 22 AM.mov",186.356667,30.001610,5591
81,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"19 Feb 2025/Before Exercise/421/Video 2025-02-19, 9 08 34 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\19 Feb 2025\Before Exercise\421\Video 2025-02-19, 9 08 34 AM.mov",181.521667,30.001928,5446
82,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"19 Feb 2025/Before Exercise/433/Video 2025-02-19, 8 48 04 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\19 Feb 2025\Before Exercise\433\Video 2025-02-19, 8 48 04 AM.mov",15.831667,30.003158,475
83,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"19 Feb 2025/Before Exercise/433/Video 2025-02-19, 8 48 28 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\19 Feb 2025\Before Exercise\433\Video 2025-02-19, 8 48 28 AM.mov",182.121667,30.001922,5464
84,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"19 Feb 2025/Before Exercise/436/Video 2025-02-19, 8 37 16 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\19 Feb 2025\Before Exercise\436\Video 2025-02-19, 8 37 16 AM.mov",183.056667,30.001639,5492
85,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"19 Feb 2025/Before Exercise/438/Video 2025-02-19, 8 52 45 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\19 Feb 2025\Before Exercise\438\Video 2025-02-19, 8 52 45 AM.mov",182.341667,29.998629,5470
86,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"19 Feb 2025/During Exercise/310/Video 2025-02-19, 9 22 33 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\19 Feb 2025\During Exercise\310\Video 2025-02-19, 9 22 33 AM.mov",36.501667,29.998630,1095
87,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"19 Feb 2025/During Exercise/310/Video 2025-02-19, 9 27 32 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\19 Feb 2025\During Exercise\310\Video 2025-02-19, 9 27 32 AM.mov",120.960000,30.001653,3629
88,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"19 Feb 2025/During Exercise/378/Video 2025-02-19, 9 18 12 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\19 Feb 2025\During Exercise\378\Video 2025-02-19, 9 18 12 AM.mov",88.528333,30.001694,2656
89,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"19 Feb 2025/During Exercise/378/Video 2025-02-19, 9 21 58 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\19 Feb 2025\During Exercise\378\Video 2025-02-19, 9 21 58 AM.mov",27.131667,30.001843,814
90,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"19 Feb 2025/During Exercise/417/Video 2025-02-19, 9 36 24 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\19 Feb 2025\During Exercise\417\Video 2025-02-19, 9 36 24 AM.mov",18.131667,30.002758,544
91,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"19 Feb 2025/During Exercise/417/Video 2025-02-19, 9 37 21 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\19 Feb 2025\During Exercise\417\Video 2025-02-19, 9 37 21 AM.mov",67.463333,30.001482,2024
92,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"19 Feb 2025/During Exercise/421/Video 2025-02-19, 9 32 19 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\19 Feb 2025\During Exercise\421\Video 2025-02-19, 9 32 19 AM.mov",86.928333,30.001726,2608
93,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"19 Feb 2025/During Exercise/433/Video 2025-02-19, 9 20 37 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\19 Feb 2025\During Exercise\433\Video 2025-02-19, 9 20 37 AM.mov",62.330000,30.001604,1870
94,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"19 Feb 2025/During Exercise/436/Video 2025-02-19, 9 35 06 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\19 Feb 2025\During Exercise\436\Video 2025-02-19, 9 35 06 AM.mov",66.596667,30.001502,1998
95,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"19 Feb 2025/During Exercise/438/Video 2025-02-19, 9 29 42 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\19 Feb 2025\During Exercise\438\Video 2025-02-19, 9 29 42 AM.mov",111.393333,30.001795,3342
96,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"19 Feb 2025/During Exercise/438/Video 2025-02-19, 9 33 53 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\19 Feb 2025\During Exercise\438\Video 2025-02-19, 9 33 53 AM.mov",43.130000,30.002319,1294
97,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/After Exercise/310/Video 2025-02-20, 9 45 25 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\After Exercise\310\Video 2025-02-20, 9 45 25 AM.mov",184.088333,30.001901,5523
98,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/After Exercise/378/Video 2025-02-20, 9 56 37 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\After Exercise\378\Video 2025-02-20, 9 56 37 AM.mov",182.390000,30.001645,5472
99,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/After Exercise/417/Video 2025-02-20, 9 53 18 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\After Exercise\417\Video 2025-02-20, 9 53 18 AM.mov",184.621667,30.001896,5539
100,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/After Exercise/421/Video 2025-02-20, 9 59 54 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\After Exercise\421\Video 2025-02-20, 9 59 54 AM.mov",181.656667,30.001651,5450
101,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/After Exercise/433/Video 2025-02-20, 9 48 55 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\After Exercise\433\Video 2025-02-20, 9 48 55 AM.mov",181.188333,30.001932,5436
102,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/After Exercise/436/Video 2025-02-20, 10 03 19 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\After Exercise\436\Video 2025-02-20, 10 03 19 AM.mov",181.855000,30.001925,5456
103,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,20 Feb 2025/After Exercise/436 (1)/IMG_0548.MOV,C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\After Exercise\436 (1)\IMG_0548.MOV,181.855000,30.001925,5456
104,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/After Exercise/438/Video 2025-02-20, 9 42 17 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\After Exercise\438\Video 2025-02-20, 9 42 17 AM.mov",184.721667,30.001895,5542
105,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/Before Exercise/310/Video 2025-02-20, 8 54 23 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\Before Exercise\310\Video 2025-02-20, 8 54 23 AM.mov",187.431667,29.994931,5622
106,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/Before Exercise/378/Video 2025-02-20, 8 43 13 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\Before Exercise\378\Video 2025-02-20, 8 43 13 AM.mov",187.655000,30.001865,5630
107,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/Before Exercise/417/Video 2025-02-20, 8 46 32 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\Before Exercise\417\Video 2025-02-20, 8 46 32 AM.mov",47.165000,30.001060,1415
108,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/Before Exercise/417/Video 2025-02-20, 8 47 36 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\Before Exercise\417\Video 2025-02-20, 8 47 36 AM.mov",156.041667,29.998398,4681
109,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/Before Exercise/421/Video 2025-02-20, 8 37 01 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\Before Exercise\421\Video 2025-02-20, 8 37 01 AM.mov",182.575000,29.993153,5476
110,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/Before Exercise/433/Video 2025-02-20, 8 50 36 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\Before Exercise\433\Video 2025-02-20, 8 50 36 AM.mov",181.688333,30.001926,5451
111,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/Before Exercise/436/Video 2025-02-20, 8 32 57 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\Before Exercise\436\Video 2025-02-20, 8 32 57 AM.mov",183.631667,30.000272,5509
112,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/Before Exercise/438/Video 2025-02-20, 8 57 35 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\Before Exercise\438\Video 2025-02-20, 8 57 35 AM.mov",185.845000,29.998117,5575
113,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/During Exercise/310/Video 2025-02-20, 9 09 10 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\During Exercise\310\Video 2025-02-20, 9 09 10 AM.mov",182.455000,30.001918,5474
114,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/During Exercise/378/Video 2025-02-20, 9 29 50 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\During Exercise\378\Video 2025-02-20, 9 29 50 AM.mov",148.491667,30.001684,4455
115,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/During Exercise/417/Video 2025-02-20, 9 19 20 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\During Exercise\417\Video 2025-02-20, 9 19 20 AM.mov",141.625000,30.001765,4249
116,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/During Exercise/421/Video 2025-02-20, 9 26 43 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\During Exercise\421\Video 2025-02-20, 9 26 43 AM.mov",152.090000,30.001973,4563
117,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/During Exercise/433/Video 2025-02-20, 9 12 31 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\During Exercise\433\Video 2025-02-20, 9 12 31 AM.mov",183.121667,30.001911,5494
118,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/During Exercise/436/Video 2025-02-20, 9 23 29 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\During Exercise\436\Video 2025-02-20, 9 23 29 AM.mov",157.456667,30.001905,4724
119,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/During Exercise/438/Video 2025-02-20, 9 16 25 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\During Exercise\438\Video 2025-02-20, 9 16 25 AM.mov",130.591667,30.001914,3918
120,255,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/After Exercise/255/Video 2025-02-21, 9 49 54 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\After Exercise\255\Video 2025-02-21, 9 49 54 AM.mov",181.821667,30.001925,5455
121,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/After Exercise/310/Video 2025-02-21, 10 20 06 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\After Exercise\310\Video 2025-02-21, 10 20 06 AM.mov",185.155000,30.001890,5555
122,354,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/After Exercise/354/Video 2025-02-21, 10 23 17 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\After Exercise\354\Video 2025-02-21, 10 23 17 AM.mov",182.855000,30.001914,5486
123,370,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/After Exercise/370/Video 2025-02-21, 9 55 13 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\After Exercise\370\Video 2025-02-21, 9 55 13 AM.mov",181.888333,30.001924,5457
124,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/After Exercise/378/Video 2025-02-21, 10 06 18 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\After Exercise\378\Video 2025-02-21, 10 06 18 AM.mov",186.701667,29.994376,5600
125,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/After Exercise/417/Video 2025-02-21, 10 11 30 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\After Exercise\417\Video 2025-02-21, 10 11 30 AM.mov",184.788333,30.001894,5544
126,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/After Exercise/421/Video 2025-02-21, 10 01 43 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\After Exercise\421\Video 2025-02-21, 10 01 43 AM.mov",181.655000,30.001927,5450
127,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/After Exercise/433/Video 2025-02-21, 10 26 42 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\After Exercise\433\Video 2025-02-21, 10 26 42 AM.mov",49.430000,30.002023,1483
128,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/After Exercise/433/Video 2025-02-21, 10 29 42 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\After Exercise\433\Video 2025-02-21, 10 29 42 AM.mov",175.556667,30.001709,5267
129,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/After Exercise/436/Video 2025-02-21, 9 58 30 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\After Exercise\436\Video 2025-02-21, 9 58 30 AM.mov",186.788333,30.001874,5604
130,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/After Exercise/438/Video 2025-02-21, 10 15 14 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\After Exercise\438\Video 2025-02-21, 10 15 14 AM.mov",181.421667,30.001929,5443
131,255,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/Before Exercise/255/Video 2025-02-21, 8 55 50 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\Before Exercise\255\Video 2025-02-21, 8 55 50 AM.mov",17.731667,30.002820,532
132,255,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/Before Exercise/255/Video 2025-02-21, 8 56 55 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\Before Exercise\255\Video 2025-02-21, 8 56 55 AM.mov",166.623333,30.001800,4999
133,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/Before Exercise/310/Video 2025-02-21, 8 42 32 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\Before Exercise\310\Video 2025-02-21, 8 42 32 AM.mov",182.821667,30.001914,5485
134,354,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/Before Exercise/354/Video 2025-02-21, 8 51 51 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\Before Exercise\354\Video 2025-02-21, 8 51 51 AM.mov",181.755000,30.001926,5453
135,370,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/Before Exercise/370/Video 2025-02-21, 8 59 45 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\Before Exercise\370\Video 2025-02-21, 8 59 45 AM.mov",181.688333,30.001926,5451
136,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/Before Exercise/378/Video 2025-02-21, 8 29 50 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\Before Exercise\378\Video 2025-02-21, 8 29 50 AM.mov",183.721667,30.001905,5512
137,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/Before Exercise/417/Video 2025-02-21, 8 34 27 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\Before Exercise\417\Video 2025-02-21, 8 34 27 AM.mov",183.821667,30.001904,5515
138,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/Before Exercise/421/Video 2025-02-21, 8 25 49 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\Before Exercise\421\Video 2025-02-21, 8 25 49 AM.mov",182.221667,30.001921,5467
139,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/Before Exercise/433/Video 2025-02-21, 8 45 57 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\Before Exercise\433\Video 2025-02-21, 8 45 57 AM.mov",180.293333,30.001109,5409
140,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/Before Exercise/436/Video 2025-02-21, 9 02 57 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\Before Exercise\436\Video 2025-02-21, 9 02 57 AM.mov",181.988333,30.001923,5460
141,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/Before Exercise/438/Video 2025-02-21, 8 38 05 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\Before Exercise\438\Video 2025-02-21, 8 38 05 AM.mov",182.288333,30.001920,5469
142,255,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/During Exercise/255/Video 2025-02-21, 9 34 41 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\During Exercise\255\Video 2025-02-21, 9 34 41 AM.mov",122.593333,30.001631,3678
143,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/During Exercise/310/Video 2025-02-21, 9 18 57 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\During Exercise\310\Video 2025-02-21, 9 18 57 AM.mov",121.793333,30.001642,3654
144,354,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/During Exercise/354/Video 2025-02-21, 9 23 37 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\During Exercise\354\Video 2025-02-21, 9 23 37 AM.mov",123.426667,30.001620,3703
145,370,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/During Exercise/370/Video 2025-02-21, 9 16 42 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\During Exercise\370\Video 2025-02-21, 9 16 42 AM.mov",126.991667,30.001969,3810
146,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/During Exercise/378/Video 2025-02-21, 9 32 14 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\During Exercise\378\Video 2025-02-21, 9 32 14 AM.mov",122.860000,30.001628,3686
147,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/During Exercise/417/Video 2025-02-21, 9 21 06 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\During Exercise\417\Video 2025-02-21, 9 21 06 AM.mov",128.191667,30.001950,3846
148,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/During Exercise/421/Video 2025-02-21, 9 29 15 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\During Exercise\421\Video 2025-02-21, 9 29 15 AM.mov",121.360000,30.001648,3641
149,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/During Exercise/433/Video 2025-02-21, 9 25 48 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\During Exercise\433\Video 2025-02-21, 9 25 48 AM.mov",125.558333,30.001991,3767
150,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/During Exercise/436/Video 2025-02-21, 9 40 11 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\During Exercise\436\Video 2025-02-21, 9 40 11 AM.mov",149.658333,30.001670,4490
151,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"21 Feb 2025/During Exercise/438/Video 2025-02-21, 9 37 57 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\21 Feb 2025\During Exercise\438\Video 2025-02-21, 9 37 57 AM.mov",123.360000,30.001621,3701
152,255,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/After Exercise/255/Video 2025-02-24, 10 23 45 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\24 Feb 2025\After Exercise\255\Video 2025-02-24, 10 23 45 AM.mov",122.293333,30.001635,3669
153,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/After Exercise/310/Video 2025-02-24, 10 39 33 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\24 Feb 2025\After Exercise\310\Video 2025-02-24, 10 39 33 AM.mov",123.326667,30.001622,3700
154,354,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/After Exercise/354/Video 2025-02-24, 10 35 00 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\24 Feb 2025\After Exercise\354\Video 2025-02-24, 10 35 00 AM.mov",121.260000,30.001649,3638
155,370,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/After Exercise/370/Video 2025-02-24, 10 21 40 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\24 Feb 2025\After Exercise\370\Video 2025-02-24, 10 21 40 AM.mov",122.326667,30.001635,3670
156,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/After Exercise/378/Video 2025-02-24, 10 28 03 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\24 Feb 2025\After Exercise\378\Video 2025-02-24, 10 28 03 AM.mov",121.560000,30.001645,3647
